condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_mini_aesthetic,xm_gpt_5_4_mini_novelty
t2__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Organic and flowing — curves and spirals that suggest natural growth,Star,4,6,1,250,8.2,0,0,1,0,16452,1,1,1,1
t2__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Organic and flowing — curves and spirals that suggest natural growth,Star,5,10,1,158,8,1.2757,0.1005,0.9982,0.7744,16657,3,2,4,2
t2__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Organic and flowing — curves and spirals that suggest natural growth,Star,6,9,1,233,8.2,0,0,1,0,16207,1,1,1,1
t2__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Organic and flowing — curves and spirals that suggest natural growth,Star,7,10,2,211,6.6,2.5397,0.3034,0.8273,0.7627,15798,,,9,8
t2__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Organic and flowing — curves and spirals that suggest natural growth,Star,8,8,1,203,8.4,0,0,1,0,17253,1,1,1,1
t2__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Organic and flowing — curves and spirals that suggest natural growth,Star,9,12,1,218,7.4,1.0052,0.0233,0.9966,0.7744,17285,,,5,3
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,0,13,1,328,3.5999999999999996,0.6101,0.0381,0.9953,0.1619,2497,,,3,4
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,1,11,1,887,0,0.6098,0.0151,0.9921,0.3428,4091,,,5,6
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,2,10,2,788,0,1.682,0.1022,0.9735,0.6664,3603,,,5,6
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,3,11,2,619,0,1.1537,0.0198,0.9944,0.5362,3090,,,4,5
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,4,9,1,705,0,0,0,1,0,3606,1,1,1,1
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,5,10,1,316,4,0.9577,0.036,0.9979,0.6909,1874,,,6,5
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,6,11,1,469,0,1.0996,0.0489,0.9773,0.6046,2780,,,4,3
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,7,11,2,401,2,0.5929,0.0314,0.9898,0.7647,2788,4,5,4,5
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,8,10,1,452,0.40000000000000036,1.8569,0.1213,0.9471,0.7672,3309,,,6,5
t2__gpt_5_4_mini,single_edit,gpt-5.4-mini,Organic and flowing — curves and spirals that suggest natural growth,Star,9,12,2,1505,0,1.0077,0.0285,0.9887,0.7446,9997,,,4,6
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,0,8,1,244,8.4,0,0,1,0,17579,1,1,1,1
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,1,15,1,301,5.6,0,0,1,0.7704,15780,1,1,1,1
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,2,13,2,493,4.8,2.2963,0.4074,0.8072,0.7339,16356,,,8,9
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,3,13,1,193,7,0,0,1,0,16319,1,1,1,1
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,4,14,1,207,7,0,0,1,0.7744,15934,1,1,1,1
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,5,14,2,290,5.6,2.4656,0.4605,0.822,0.7636,11157,,,8,9
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,6,9,1,201,7,1.5818,0.6266,0.9997,0.7741,16344,3,1,4,2
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,7,11,1,196,6.6,0,0,1,0,16319,1,1,1,1
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,8,12,1,254,7.4,0,0,1,0,17423,1,1,1,1
t3__gemini_3_flash_preview,single_edit,gemini-3-flash-preview,Intricate asymmetric patterns with heavy use of color,Star,9,13,1,209,6,0,0,1,0.7743,16792,1,1,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,0,10,2,748,0,2.4848,0.4434,0.9792,0.7742,3457,6,4,7,8
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,1,12,1,923,0,0,0,1,0.6257,4465,1,1,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,2,11,2,1648,0,0.2264,0.0229,0.9869,0.6614,5769,,,4,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,3,12,1,1022,0,0.5033,0.0426,0.9713,0.6083,4345,,,6,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,4,13,2,1601,0,0.9419,0.0329,0.9815,0.3795,6151,,,4,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,5,12,1,1025,0,0.2631,0.0027,0.9982,0.2214,4517,,,3,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,6,12,2,572,0,1.0236,0.0782,0.951,0.5138,2604,,,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,7,12,2,1095,0,0.8413,0.0121,0.9965,0.5664,4318,,,5,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,8,10,1,1323,0,0.291,0.0041,0.9991,0.2324,5831,2,2,3,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Intricate asymmetric patterns with heavy use of color,Star,9,10,2,761,0,1.7726,0.0741,0.9521,0.7655,3560,,,7,8
