condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t2__gpt_5_4_mini__m5v2rb,2,12,9.43,8,7,6,0,1,113,0.9248,0.0135,0.9807,3,3,gpt-5.4-mini,2569,2033
s1__t2__gpt_5_4_mini__m5v2rb,2,13,4.706799999999999,7,0,6,0,1,95,0.7725,0.0104,0.9846,3,3,gpt-5.4-mini,2086,2223
s1__t2__gpt_5_4_mini__m5v2rb,2,14,3.522028510399999,6,7,6,0,1,117,0.8211,0.0102,0.985,3,3,gpt-5.4-mini,1545,2480
s1__t2__gpt_5_4_mini__m5v2rb,2,15,11.5,8,7,7,0,1,149,1.8275,0.1031,0.9061,3,3,gpt-5.4-mini,1496,1971
s2__t1__gpt_5_4_mini__m5v2db,0,1,10,6,8,6,0,1,53,0.8643,0.0227,0.9833,3,3,gpt-5.4-mini,1203,2329
s2__t1__gpt_5_4_mini__m5v2db,0,2,12,8,8,6,0,1,65,1.7133,0.051,0.9767,3,3,gpt-5.4-mini,968,2357
s2__t1__gpt_5_4_mini__m5v2db,0,3,9,8,2,6,0,1,66,1.5904,0.0537,0.9747,3,3,gpt-5.4-mini,1057,3040
s2__t1__gpt_5_4_mini__m5v2db,0,4,9.5,8,3,7,0,1,190,1.7001,0.0537,0.9872,3,3,gpt-5.4-mini,1687,2597
s2__t1__gpt_5_4_mini__m5v2db,0,5,8,8,0,7,0,1,190,1.7001,0.0537,0.9872,3,3,gpt-5.4-mini,1875,2771
s2__t1__gpt_5_4_mini__m5v2db,0,6,9.5,8,3,7,0,1,190,1.8531,0.0552,0.976,3,3,gpt-5.4-mini,1720,2352
s2__t1__gpt_5_4_mini__m5v2db,0,7,10.5,8,5,7,0,1,137,1.8054,0.0581,0.9869,3,3,gpt-5.4-mini,1310,2823
s2__t1__gpt_5_4_mini__m5v2db,0,8,12,9,6,7,0,1,137,1.8845,0.0457,0.9809,3,3,gpt-5.4-mini,1171,1958
s2__t1__gpt_5_4_mini__m5v2db,0,9,8.5,8,1,7,0,1,137,1.8363,0.0501,0.9799,3,3,gpt-5.4-mini,1262,2520
s2__t1__gpt_5_4_mini__m5v2db,0,10,8,8,0,7,0,1,137,1.8363,0.0501,0.9799,3,3,gpt-5.4-mini,1588,2086
s2__t1__gpt_5_4_mini__m5v2db,0,11,9,5,8,7,0,1,143,1.0712,0.0214,0.9898,3,3,gpt-5.4-mini,1145,1868
s2__t1__gpt_5_4_mini__m5v2db,0,12,12,8,8,7,0,1,154,2.1275,0.0762,0.973,3,3,gpt-5.4-mini,2241,2020
s2__t1__gpt_5_4_mini__m5v2db,0,13,11,8,6,7,0,1,160,2.009,0.0716,0.9758,3,3,gpt-5.4-mini,1143,2072
s2__t1__gpt_5_4_mini__m5v2db,0,14,9.5,8,3,7,0,1,160,1.9766,0.0733,0.9735,3,3,gpt-5.4-mini,1124,2289
s2__t1__gpt_5_4_mini__m5v2db,0,15,12.5,9,7,7,0,1,160,2.2454,0.1655,0.9582,3,3,gpt-5.4-mini,1208,3898
s2__t1__gpt_5_4_mini__m5v2db,1,1,11,8,6,2,0,0,24,1.7611,0.0526,0.939,3,3,gpt-5.4-mini,803,2109
s2__t1__gpt_5_4_mini__m5v2db,1,2,10.5,8,5,2,0,0,24,1.856,0.0566,0.9367,3,3,gpt-5.4-mini,1016,2158
s2__t1__gpt_5_4_mini__m5v2db,1,3,8,6,4,2,0,0,25,1.5005,0.0388,0.9455,3,3,gpt-5.4-mini,1002,1939
s2__t1__gpt_5_4_mini__m5v2db,1,4,12.5,9,7,2,0,0,30,1.6225,0.0749,0.9153,3,3,gpt-5.4-mini,775,2438
s2__t1__gpt_5_4_mini__m5v2db,1,5,11.5,8,7,2,0,0,30,1.7077,0.1336,0.862,3,3,gpt-5.4-mini,893,2120
s2__t1__gpt_5_4_mini__m5v2db,1,6,10.5,9,3,2,0,0,30,1.9621,0.1354,0.8635,3,3,gpt-5.4-mini,798,2685
s2__t1__gpt_5_4_mini__m5v2db,1,7,9.5,8,3,2,0,0,32,1.9442,0.1339,0.867,3,3,gpt-5.4-mini,1001,2360
s2__t1__gpt_5_4_mini__m5v2db,1,8,10.5,9,3,2,0,0,33,1.9374,0.1334,0.8719,3,3,gpt-5.4-mini,1235,2275
s2__t1__gpt_5_4_mini__m5v2db,1,9,8,8,0,2,0,0,33,1.9374,0.1334,0.8719,3,3,gpt-5.4-mini,1073,1953
s2__t1__gpt_5_4_mini__m5v2db,1,10,10.5,8,5,2,0,0,33,1.9798,0.1376,0.9734,3,3,gpt-5.4-mini,752,2454
s2__t1__gpt_5_4_mini__m5v2db,1,11,11.5,9,5,2,0,0,31,2.0812,0.1611,0.8442,3,3,gpt-5.4-mini,1212,2417
s2__t1__gpt_5_4_mini__m5v2db,1,12,12,9,6,2,0,0,31,2.2054,0.1966,0.8099,3,3,gpt-5.4-mini,1843,3623
s2__t1__gpt_5_4_mini__m5v2db,1,13,10,8,4,2,0,0,31,2.2521,0.2036,0.8174,3,3,gpt-5.4-mini,694,2060
s2__t1__gpt_5_4_mini__m5v2db,1,14,10,8,4,2,0,0,29,2.2506,0.1942,0.8147,3,3,gpt-5.4-mini,912,2062
s2__t1__gpt_5_4_mini__m5v2db,1,15,11.5,9,5,2,0,0,32,2.4516,0.2097,0.9928,3,3,gpt-5.4-mini,830,2170
s2__t1__gpt_5_4_mini__m5v2db,2,1,10.5,7,7,3,0,0,35,1.5112,0.0586,0.9839,3,3,gpt-5.4-mini,2147,2483
s2__t1__gpt_5_4_mini__m5v2db,2,2,10,7,6,5,0,0,66,1.7263,0.0756,0.9241,3,3,gpt-5.4-mini,1016,3621
s2__t1__gpt_5_4_mini__m5v2db,2,3,11,9,4,5,0,0,66,1.8626,0.078,0.9233,3,3,gpt-5.4-mini,1003,2238
s2__t1__gpt_5_4_mini__m5v2db,2,4,11,8,6,7,0,2,96,1.785,0.0806,0.9591,3,3,gpt-5.4-mini,1388,1944
s2__t1__gpt_5_4_mini__m5v2db,2,5,10.5,8,5,8,0,2,96,1.7285,0.0661,0.9649,3,3,gpt-5.4-mini,1009,2418
s2__t1__gpt_5_4_mini__m5v2db,2,6,11.5,8,7,8,0,2,96,1.5377,0.0561,0.9704,3,3,gpt-5.4-mini,942,2043
s2__t1__gpt_5_4_mini__m5v2db,2,7,10.5,8,5,8,0,2,97,1.5847,0.0488,0.9733,3,3,gpt-5.4-mini,1046,3379
s2__t1__gpt_5_4_mini__m5v2db,2,8,9.5,8,3,8,0,2,96,1.5646,0.0532,0.9728,3,3,gpt-5.4-mini,1047,2107
s2__t1__gpt_5_4_mini__m5v2db,2,9,12,9,6,8,0,3,159,1.5866,0.0841,0.9688,3,3,gpt-5.4-mini,2530,2732
s2__t1__gpt_5_4_mini__m5v2db,2,10,10,8,4,8,0,4,220,1.5204,0.0998,0.9583,3,3,gpt-5.4-mini,1398,2642
s2__t1__gpt_5_4_mini__m5v2db,2,11,9.5,8,3,8,0,4,220,1.5403,0.0997,0.9571,3,3,gpt-5.4-mini,1634,2420
s2__t1__gpt_5_4_mini__m5v2db,2,12,10.5,8,5,8,0,4,226,1.8804,0.1126,0.9523,3,3,gpt-5.4-mini,2243,4611
s2__t1__gpt_5_4_mini__m5v2db,2,13,12,9,6,8,0,4,226,1.6712,0.1196,0.9491,3,3,gpt-5.4-mini,1782,2368
s2__t1__gpt_5_4_mini__m5v2db,2,14,12,9,6,8,0,4,226,1.8505,0.1346,0.9455,3,3,gpt-5.4-mini,1802,2029
s2__t1__gpt_5_4_mini__m5v2db,2,15,11,9,4,8,0,4,226,1.8082,0.128,0.9494,3,3,gpt-5.4-mini,1577,2008
s2__t1__gpt_5_4_mini__m5v2rb,0,1,10.5,8,5,4,0,1,72,1.9944,0.0745,0.9485,3,3,gpt-5.4-mini,1009,2198
s2__t1__gpt_5_4_mini__m5v2rb,0,2,8.61,7,7,4,0,1,71,1.9088,0.086,0.9681,3,3,gpt-5.4-mini,1281,2326
s2__t1__gpt_5_4_mini__m5v2rb,0,3,5.379199999999999,8,0,2,0,0,24,1.4259,0.0644,1,3,3,gpt-5.4-mini,1157,2277
s2__t1__gpt_5_4_mini__m5v2rb,0,4,9.43,8,7,4,0,3,128,1.9455,0.1007,0.9738,3,3,gpt-5.4-mini,805,2175
s2__t1__gpt_5_4_mini__m5v2rb,0,5,8,8,0,4,0,3,128,1.9455,0.1007,0.9738,3,3,gpt-5.4-mini,1230,1916
s2__t1__gpt_5_4_mini__m5v2rb,0,6,12,9,6,4,0,3,128,1.7684,0.1001,0.9742,3,3,gpt-5.4-mini,1100,2093
s2__t1__gpt_5_4_mini__m5v2rb,0,7,11,9,4,4,0,3,128,1.9225,0.0949,0.9748,3,3,gpt-5.4-mini,1442,2001
s2__t1__gpt_5_4_mini__m5v2rb,0,8,8,8,0,4,0,3,128,1.9225,0.0949,0.9748,3,3,gpt-5.4-mini,1118,2336
s2__t1__gpt_5_4_mini__m5v2rb,0,9,7,7,0,4,0,3,128,1.9225,0.0949,0.9748,3,3,gpt-5.4-mini,1269,2401
s2__t1__gpt_5_4_mini__m5v2rb,0,10,4.7472784799999985,8,5,4,0,3,128,1.9611,0.0955,0.9774,3,3,gpt-5.4-mini,1133,2063
s2__t1__gpt_5_4_mini__m5v2rb,0,11,9.02,9,4,4,0,3,129,1.9818,0.0948,0.9777,3,3,gpt-5.4-mini,1655,2390
s2__t1__gpt_5_4_mini__m5v2rb,0,12,11,8,6,4,0,3,130,1.7648,0.122,0.9679,3,3,gpt-5.4-mini,1391,3681
s2__t1__gpt_5_4_mini__m5v2rb,0,13,6.387799999999999,7,5,4,0,3,130,1.9209,0.0857,0.981,3,3,gpt-5.4-mini,1295,2433
s2__t1__gpt_5_4_mini__m5v2rb,0,14,6.56,8,0,4,0,3,130,1.7648,0.122,0.9679,3,3,gpt-5.4-mini,1042,2209
s2__t1__gpt_5_4_mini__m5v2rb,0,15,7.732599999999999,9,5,4,0,3,130,1.8409,0.1087,0.9698,3,3,gpt-5.4-mini,1203,2075
s2__t1__gpt_5_4_mini__m5v2rb,1,1,8,8,0,2,0,0,24,1.4259,0.0644,1,3,3,gpt-5.4-mini,1035,2259
s2__t1__gpt_5_4_mini__m5v2rb,1,2,9.5,6,7,4,0,3,111,2.0765,0.1125,0.9481,3,3,gpt-5.4-mini,1698,2082
s2__t1__gpt_5_4_mini__m5v2rb,1,3,11.5,9,5,4,0,3,121,2.1487,0.116,0.9187,3,3,gpt-5.4-mini,1091,2076
s2__t1__gpt_5_4_mini__m5v2rb,1,4,6.56,8,0,4,0,3,111,2.0765,0.1125,0.9481,3,3,gpt-5.4-mini,1216,1898
s2__t1__gpt_5_4_mini__m5v2rb,1,5,6.065047999999998,7,8,4,0,3,114,1.997,0.1083,0.9529,3,3,gpt-5.4-mini,1120,2440
s2__t1__gpt_5_4_mini__m5v2rb,1,6,11.5,8,7,4,0,3,114,1.8155,0.1088,0.9358,3,3,gpt-5.4-mini,1097,2366
s2__t1__gpt_5_4_mini__m5v2rb,1,7,5.789363999999998,8,5,4,0,3,122,2.1147,0.1214,0.9141,3,3,gpt-5.4-mini,1144,2215
s2__t1__gpt_5_4_mini__m5v2rb,1,8,10.5,8,5,4,0,4,164,1.9203,0.1269,0.9059,3,3,gpt-5.4-mini,1304,2165
s2__t1__gpt_5_4_mini__m5v2rb,1,9,7,7,0,4,0,4,164,1.9203,0.1269,0.9059,3,3,gpt-5.4-mini,1567,2648
s2__t1__gpt_5_4_mini__m5v2rb,1,10,7,7,0,4,0,4,164,1.9203,0.1269,0.9059,3,3,gpt-5.4-mini,2804,2323
s2__t1__gpt_5_4_mini__m5v2rb,1,11,6.723999999999998,8,4,4,0,5,207,1.8371,0.1347,0.8942,3,3,gpt-5.4-mini,1546,3870
s2__t1__gpt_5_4_mini__m5v2rb,1,12,10.5,8,5,4,0,6,247,1.838,0.1376,0.8918,3,3,gpt-5.4-mini,2029,2077
s2__t1__gpt_5_4_mini__m5v2rb,1,13,4.7472784799999985,8,5,4,0,5,206,1.8036,0.1319,0.8989,3,3,gpt-5.4-mini,2384,2131
s2__t1__gpt_5_4_mini__m5v2rb,1,14,6.065047999999998,8,6,4,0,5,205,1.8145,0.1283,0.9039,3,3,gpt-5.4-mini,1619,2798
s2__t1__gpt_5_4_mini__m5v2rb,1,15,9,8,2,4,0,6,246,1.6714,0.1305,0.8996,3,3,gpt-5.4-mini,1833,2533
s2__t1__gpt_5_4_mini__m5v2rb,2,1,9,9,0,2,0,0,24,1.4259,0.0644,1,3,3,gpt-5.4-mini,997,2304
s2__t1__gpt_5_4_mini__m5v2rb,2,2,4.51,2,7,5,0,1,50,0.5627,0.0142,0.9912,3,3,gpt-5.4-mini,774,2646
s2__t1__gpt_5_4_mini__m5v2rb,2,3,5.379199999999999,5,6,6,0,1,52,0.8377,0.0227,0.9736,3,3,gpt-5.4-mini,914,2258
s2__t1__gpt_5_4_mini__m5v2rb,2,4,6,6,0,6,0,1,52,0.8377,0.0227,0.9736,3,3,gpt-5.4-mini,980,2184
s2__t1__gpt_5_4_mini__m5v2rb,2,5,5.513679999999999,7,6,3,0,0,48,1.534,0.0598,0.9758,3,3,gpt-5.4-mini,2216,2486
s2__t1__gpt_5_4_mini__m5v2rb,2,6,7,7,0,3,0,0,48,1.534,0.0598,0.9758,3,3,gpt-5.4-mini,841,1778
s2__t1__gpt_5_4_mini__m5v2rb,2,7,6.723999999999998,8,4,6,0,1,65,2.1462,0.0816,0.9035,3,3,gpt-5.4-mini,874,1963
s2__t1__gpt_5_4_mini__m5v2rb,2,8,9.5,7,5,6,0,1,71,2.1184,0.0859,0.8811,3,3,gpt-5.4-mini,876,2048
s2__t1__gpt_5_4_mini__m5v2rb,2,9,10,8,4,6,0,1,70,2.0806,0.0875,0.8949,3,3,gpt-5.4-mini,962,2185
s2__t1__gpt_5_4_mini__m5v2rb,2,10,3.707398431999999,8,4,6,0,1,65,2.1462,0.0816,0.9035,3,3,gpt-5.4-mini,997,2132
s2__t1__gpt_5_4_mini__m5v2rb,2,11,6.387799999999999,6,7,6,0,1,63,1.559,0.0312,0.962,3,3,gpt-5.4-mini,962,3231
s2__t1__gpt_5_4_mini__m5v2rb,2,12,9.5,7,5,6,0,1,65,2.1453,0.0827,0.8954,3,3,gpt-5.4-mini,847,1864
s2__t1__gpt_5_4_mini__m5v2rb,2,13,10,8,4,6,0,1,65,2.0702,0.0761,0.9036,3,3,gpt-5.4-mini,947,2203
s2__t1__gpt_5_4_mini__m5v2rb,2,14,4.7472784799999985,8,5,6,0,1,70,2.1123,0.0839,0.8913,3,3,gpt-5.4-mini,782,1906
s2__t1__gpt_5_4_mini__m5v2rb,2,15,7,7,0,6,0,1,70,2.1123,0.0839,0.8913,3,3,gpt-5.4-mini,1030,2054
s2__t2__gpt_5_4_mini__m5v2db,0,1,8,5,6,4,0,0,35,1.7957,0.0989,0.908,3,3,gpt-5.4-mini,830,1907
s2__t2__gpt_5_4_mini__m5v2db,0,2,9.5,6,7,4,0,0,34,2.1103,0.1761,0.8709,3,3,gpt-5.4-mini,1784,2351
s2__t2__gpt_5_4_mini__m5v2db,0,3,6.5,3,7,4,0,0,46,1.7624,0.1523,0.8239,3,3,gpt-5.4-mini,890,1985
s2__t2__gpt_5_4_mini__m5v2db,0,4,8.5,5,7,4,0,0,49,2.2186,0.2376,0.837,3,3,gpt-5.4-mini,833,2662
s2__t2__gpt_5_4_mini__m5v2db,0,5,9,6,6,4,0,0,48,1.8113,0.1761,0.8584,3,3,gpt-5.4-mini,827,1961
s2__t2__gpt_5_4_mini__m5v2db,0,6,9.5,7,5,4,0,0,47,2.0494,0.1925,0.865,3,3,gpt-5.4-mini,834,2290
s2__t2__gpt_5_4_mini__m5v2db,0,7,6,4,4,4,0,0,48,1.9626,0.1837,0.8604,3,3,gpt-5.4-mini,855,1917
s2__t2__gpt_5_4_mini__m5v2db,0,8,8,5,6,4,0,0,48,1.8198,0.1488,0.8731,3,3,gpt-5.4-mini,877,1817
s2__t2__gpt_5_4_mini__m5v2db,0,9,5.5,4,3,4,0,0,48,1.755,0.1429,0.8958,3,3,gpt-5.4-mini,873,1836
s2__t2__gpt_5_4_mini__m5v2db,0,10,8.5,6,5,4,0,0,48,1.5522,0.1091,0.9025,3,3,gpt-5.4-mini,811,2926
s2__t2__gpt_5_4_mini__m5v2db,0,11,9,6,6,4,0,0,48,1.558,0.0919,0.9196,3,3,gpt-5.4-mini,864,1826
s2__t2__gpt_5_4_mini__m5v2db,0,12,10,6,8,4,0,0,61,0.6743,0.0083,0.9905,3,3,gpt-5.4-mini,857,2391
s2__t2__gpt_5_4_mini__m5v2db,0,13,11,8,6,4,0,0,65,1.0104,0.0137,0.9844,3,3,gpt-5.4-mini,1233,1812
s2__t2__gpt_5_4_mini__m5v2db,0,14,10,8,4,4,0,0,66,1.1624,0.0185,0.9794,3,3,gpt-5.4-mini,1004,2170
s2__t2__gpt_5_4_mini__m5v2db,0,15,7.5,6,3,4,0,0,86,1.0993,0.0187,0.9802,3,3,gpt-5.4-mini,1059,2157
s2__t2__gpt_5_4_mini__m5v2db,1,1,11,7,8,4,0,0,34,0.963,0.0131,0.9889,3,3,gpt-5.4-mini,1730,2163
s2__t2__gpt_5_4_mini__m5v2db,1,2,10,8,4,4,0,0,33,0.6428,0.0073,0.9926,3,3,gpt-5.4-mini,1625,2131
s2__t2__gpt_5_4_mini__m5v2db,1,3,8,8,0,4,0,0,33,0.6428,0.0073,0.9926,3,3,gpt-5.4-mini,850,2046
s2__t2__gpt_5_4_mini__m5v2db,1,4,10.5,8,5,4,0,0,71,0.6315,0.007,0.9926,3,3,gpt-5.4-mini,998,2067
s2__t2__gpt_5_4_mini__m5v2db,1,5,11,8,6,4,0,0,111,0.5868,0.0053,0.9955,3,3,gpt-5.4-mini,1020,2274
s2__t2__gpt_5_4_mini__m5v2db,1,6,8.5,7,3,4,0,0,111,0.6538,0.0055,0.9951,3,3,gpt-5.4-mini,1146,1943
s2__t2__gpt_5_4_mini__m5v2db,1,7,10.5,8,5,4,0,0,146,0.487,0.0047,0.9963,3,3,gpt-5.4-mini,1227,2221
s2__t2__gpt_5_4_mini__m5v2db,1,8,8.5,8,1,5,0,0,184,0.487,0.0047,0.9963,3,3,gpt-5.4-mini,1385,1819
s2__t2__gpt_5_4_mini__m5v2db,1,9,11.5,8,7,5,0,0,222,0.6757,0.0062,0.9944,3,3,gpt-5.4-mini,1489,2278
s2__t2__gpt_5_4_mini__m5v2db,1,10,6.5,6,1,5,0,0,260,0.6757,0.0062,0.9944,3,3,gpt-5.4-mini,1751,1846
s2__t2__gpt_5_4_mini__m5v2db,1,11,10.5,8,5,5,0,0,338,0.9469,0.0099,0.9929,3,3,gpt-5.4-mini,2069,2370
s2__t2__gpt_5_4_mini__m5v2db,1,12,10,8,4,5,0,0,343,0.7323,0.0072,0.9933,3,3,gpt-5.4-mini,2103,2109
s2__t2__gpt_5_4_mini__m5v2db,1,13,8.5,7,3,5,0,0,380,0.728,0.0068,0.9941,3,3,gpt-5.4-mini,2252,1823
s2__t2__gpt_5_4_mini__m5v2db,1,14,8.5,5,7,5,0,0,439,0.496,0.0049,0.9959,3,3,gpt-5.4-mini,2381,2290
s2__t2__gpt_5_4_mini__m5v2db,1,15,6,5,2,5,0,0,449,0.5632,0.0052,0.9955,3,3,gpt-5.4-mini,2253,1771
s2__t2__gpt_5_4_mini__m5v2db,2,1,7.5,4,7,4,0,0,36,1.4376,0.0399,0.9589,3,3,gpt-5.4-mini,771,4231
s2__t2__gpt_5_4_mini__m5v2db,2,2,11.5,8,7,4,0,0,33,0.7706,0.0091,0.9914,3,3,gpt-5.4-mini,811,3185
s2__t2__gpt_5_4_mini__m5v2db,2,3,10,8,4,4,0,0,33,0.8027,0.0106,0.9963,3,3,gpt-5.4-mini,843,1851
s2__t2__gpt_5_4_mini__m5v2db,2,4,11.5,8,7,4,0,0,38,0.9864,0.0128,0.9959,3,3,gpt-5.4-mini,803,1681
s2__t2__gpt_5_4_mini__m5v2db,2,5,9.5,8,3,4,0,0,49,0.9045,0.0138,0.9845,3,3,gpt-5.4-mini,883,2143
s2__t2__gpt_5_4_mini__m5v2db,2,6,8.5,8,1,4,0,0,66,0.892,0.012,0.9882,3,3,gpt-5.4-mini,932,2243
s2__t2__gpt_5_4_mini__m5v2db,2,7,11,8,6,4,0,0,65,1.0828,0.0157,0.9843,3,3,gpt-5.4-mini,982,1848
s2__t2__gpt_5_4_mini__m5v2db,2,8,10,8,4,4,0,0,65,1.2518,0.0193,0.9906,3,3,gpt-5.4-mini,897,3358
s2__t2__gpt_5_4_mini__m5v2db,2,9,9.5,6,7,4,0,0,77,0.6327,0.0081,0.9914,3,3,gpt-5.4-mini,1075,2073
s2__t2__gpt_5_4_mini__m5v2db,2,10,9.5,7,5,4,0,0,75,0.7088,0.0086,0.9904,3,3,gpt-5.4-mini,983,1882
s2__t2__gpt_5_4_mini__m5v2db,2,11,11,8,6,6,0,0,181,0.7202,0.0075,0.9923,3,3,gpt-5.4-mini,1868,2012
s2__t2__gpt_5_4_mini__m5v2db,2,12,5.5,5,1,6,0,0,185,0.766,0.0077,0.9922,3,3,gpt-5.4-mini,1396,2601
s2__t2__gpt_5_4_mini__m5v2db,2,13,8.5,7,3,6,0,0,185,0.8575,0.0086,0.9911,3,3,gpt-5.4-mini,1440,2086
s2__t2__gpt_5_4_mini__m5v2db,2,14,12.5,9,7,6,0,0,185,0.6983,0.0082,0.9923,3,3,gpt-5.4-mini,1460,2262
s2__t2__gpt_5_4_mini__m5v2db,2,15,11.5,9,5,6,0,0,187,0.7471,0.008,0.9926,3,3,gpt-5.4-mini,1326,2074
s2__t2__gpt_5_4_mini__m5v2rb,0,1,11.5,8,7,2,0,0,23,1.3189,0.0356,0.9846,3,3,gpt-5.4-mini,853,1914
s2__t2__gpt_5_4_mini__m5v2rb,0,2,11.5,8,7,5,0,1,70,1.6601,0.0547,0.9642,3,3,gpt-5.4-mini,1102,2080
s2__t2__gpt_5_4_mini__m5v2rb,0,3,6.387799999999999,7,5,2,0,0,23,1.1899,0.0277,0.9993,3,3,gpt-5.4-mini,980,1990
s2__t2__gpt_5_4_mini__m5v2rb,0,4,8,5,6,4,1,0,110,1.3722,0.0683,0.9768,3,3,gpt-5.4-mini,6726,2026
s2__t2__gpt_5_4_mini__m5v2rb,0,5,10.5,7,7,4,1,0,124,1.6821,0.0939,0.8897,3,3,gpt-5.4-mini,1271,1830
s2__t2__gpt_5_4_mini__m5v2rb,0,6,8.5,5,7,4,1,0,125,0.6133,0.0195,0.9714,3,3,gpt-5.4-mini,2619,2016
s2__t2__gpt_5_4_mini__m5v2rb,0,7,6.97,5,7,4,1,0,125,0.5993,0.0172,0.9748,3,3,gpt-5.4-mini,1160,1872
s2__t2__gpt_5_4_mini__m5v2rb,0,8,10.5,8,5,4,1,0,146,0.6296,0.0159,0.9773,3,3,gpt-5.4-mini,1280,1875
s2__t2__gpt_5_4_mini__m5v2rb,0,9,4.410943999999999,8,0,4,1,0,124,1.6821,0.0939,0.8897,3,3,gpt-5.4-mini,1583,1842
s2__t2__gpt_5_4_mini__m5v2rb,0,10,3.859575999999999,6,2,4,1,0,125,0.6676,0.0181,0.9734,3,3,gpt-5.4-mini,1124,2045
s2__t2__gpt_5_4_mini__m5v2rb,0,11,9.43,8,7,4,2,0,134,2.033,0.2589,0.9035,3,3,gpt-5.4-mini,1116,2099
s2__t2__gpt_5_4_mini__m5v2rb,0,12,11,8,6,5,2,0,151,1.9511,0.1838,0.8654,3,3,gpt-5.4-mini,1315,2039
s2__t2__gpt_5_4_mini__m5v2rb,0,13,7.38,7,4,5,2,0,151,1.8932,0.1064,0.888,3,3,gpt-5.4-mini,1766,2503
s2__t2__gpt_5_4_mini__m5v2rb,0,14,8,8,0,5,2,0,151,1.8932,0.1064,0.888,3,3,gpt-5.4-mini,1335,1898
s2__t2__gpt_5_4_mini__m5v2rb,0,15,8.2,6,8,5,2,0,151,0.7774,0.0235,0.9653,3,3,gpt-5.4-mini,2053,1765
s2__t2__gpt_5_4_mini__m5v2rb,1,1,10.5,7,7,4,0,0,34,1.1602,0.0265,0.9789,3,3,gpt-5.4-mini,2039,3038
s2__t2__gpt_5_4_mini__m5v2rb,1,2,9.5,6,7,4,0,0,43,0.9146,0.0143,0.9895,3,3,gpt-5.4-mini,977,3484
s2__t2__gpt_5_4_mini__m5v2rb,1,3,9,7,4,4,0,0,43,1.3166,0.0248,0.9791,3,3,gpt-5.4-mini,713,2036
s2__t2__gpt_5_4_mini__m5v2rb,1,4,8,7,2,4,0,0,42,0.854,0.0114,0.9937,3,3,gpt-5.4-mini,749,2269
s2__t2__gpt_5_4_mini__m5v2rb,1,5,6.065047999999998,8,6,4,0,0,43,1.3656,0.0277,0.986,3,3,gpt-5.4-mini,850,2589
s2__t2__gpt_5_4_mini__m5v2rb,1,6,6,5,2,4,0,0,43,1.3309,0.0291,0.9867,3,3,gpt-5.4-mini,886,2078
s2__t2__gpt_5_4_mini__m5v2rb,1,7,4.410943999999999,6,4,4,0,0,42,0.8496,0.0105,0.9951,3,3,gpt-5.4-mini,881,2139
s2__t2__gpt_5_4_mini__m5v2rb,1,8,8.2,8,4,4,0,0,43,1.3285,0.0369,0.988,3,3,gpt-5.4-mini,836,2225
s2__t2__gpt_5_4_mini__m5v2rb,1,9,6.5,5,3,4,0,0,43,1.3099,0.0405,0.9939,3,3,gpt-5.4-mini,1610,2174
s2__t2__gpt_5_4_mini__m5v2rb,1,10,3.859575999999999,7,0,4,0,0,43,1.3309,0.0291,0.9867,3,3,gpt-5.4-mini,819,2198
s2__t2__gpt_5_4_mini__m5v2rb,1,11,4.686627999999999,7,3,4,0,0,43,0.925,0.0135,0.9902,3,3,gpt-5.4-mini,834,1878
s2__t2__gpt_5_4_mini__m5v2rb,1,12,6.1499999999999995,6,3,4,0,0,53,1.3598,0.0283,0.9929,3,3,gpt-5.4-mini,1042,2080
s2__t2__gpt_5_4_mini__m5v2rb,1,13,8,8,0,4,0,0,53,1.3598,0.0283,0.9929,3,3,gpt-5.4-mini,874,2497
s2__t2__gpt_5_4_mini__m5v2rb,1,14,8.2,7,6,4,0,0,53,1.1996,0.0215,0.986,3,3,gpt-5.4-mini,969,2173
s2__t2__gpt_5_4_mini__m5v2rb,1,15,5.513679999999999,8,4,4,0,0,43,1.3207,0.0306,0.9805,3,3,gpt-5.4-mini,806,2339
s2__t2__gpt_5_4_mini__m5v2rb,2,1,10.5,7,7,4,0,0,33,1.1989,0.022,0.9925,3,3,gpt-5.4-mini,835,2341
s2__t2__gpt_5_4_mini__m5v2rb,2,2,7,5,4,3,0,0,33,1.2586,0.0195,0.9857,3,3,gpt-5.4-mini,799,1730
s2__t2__gpt_5_4_mini__m5v2rb,2,3,7.396399999999999,8,6,3,0,0,34,1.0956,0.0182,0.9826,3,3,gpt-5.4-mini,864,1707
s2__t2__gpt_5_4_mini__m5v2rb,2,4,7.5,4,7,3,0,0,34,1.2546,0.0248,0.9909,3,3,gpt-5.4-mini,860,2114
s2__t2__gpt_5_4_mini__m5v2rb,2,5,11.5,8,7,3,0,0,51,1.461,0.0244,0.9737,3,3,gpt-5.4-mini,1005,2309
s2__t2__gpt_5_4_mini__m5v2rb,2,6,5.042999999999999,5,5,3,0,0,33,1.2953,0.025,0.9877,3,3,gpt-5.4-mini,927,1828
s2__t2__gpt_5_4_mini__m5v2rb,2,7,9.5,7,5,3,0,0,55,1.3995,0.0303,0.971,3,3,gpt-5.4-mini,804,1754
