condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,6,15,2,1054,0,0.6118,0.0088,0.9959,0.7744,4195,1,1,2,1
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,7,9,1,637,0,0.7899,0.0698,0.9937,0.0865,2710,3,2,4,5
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,8,10,2,853,0,0.1106,0.0242,0.997,0.5395,3657,3,4,6,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,9,10,2,400,1,0.3209,0.0146,0.9978,0.6929,2122,2,2,6,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,0,11,2,1556,0,0.5627,0.0044,1,0,6536,2,1,2,1
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,1,10,2,627,0.40000000000000036,0.1396,0.0005,0.9999,0.0059,3155,1,1,1,1
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,2,10,2,1726,0,0.5313,0.0113,0.9969,0.3561,6392,2,3,3,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,3,12,2,1079,0,0.776,0.0112,0.9931,0.6122,4704,3,2,5,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,4,10,1,308,3.5999999999999996,1.5059,0.0768,0.9609,0.7659,2044,4,3,7,6
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,5,10,1,1528,0,0.4625,0.0405,0.986,0.7307,4759,3,4,5,6
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,6,9,1,731,0,0.4296,0.0044,0.9986,0.1092,3116,1,1,3,2
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,7,10,2,869,0,0.4192,0.0586,0.9929,0.1176,3754,3,2,4,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,8,10,1,1274,0,0.5305,0.0088,0.9962,0.6779,4550,3,2,5,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,9,10,2,776,0,1.9152,0.0812,0.9736,0.5182,3254,4,5,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,0,11,2,871,0,1.4459,0.0875,0.9401,0.5433,3958,3,4,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,1,10,1,366,0,0.8766,0.2139,0.9995,0.7744,2477,5,3,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,2,12,1,569,0,0.5298,0.0197,0.9984,0.5485,2913,5,6,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,3,12,1,1254,0,0.7361,0.0076,0.9967,0.291,4976,3,2,4,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,4,10,2,1066,0,0.8312,0.012,0.9897,0.4918,4017,3,4,4,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,5,10,1,1218,0,0.8437,0.0113,0.9909,0.5338,5100,3,4,4,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,6,12,1,1070,0,0.1474,0.0002,1,0.0067,4664,1,1,1,1
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,7,10,2,690,0,1.0032,0.0321,0.9738,0.6277,3314,4,6,6,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,8,11,1,716,0,0.9935,0.0143,0.9899,0.342,3162,3,2,5,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,9,11,1,1370,0,0.3546,0.0052,0.9986,0.0803,5529,2,1,4,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,0,12,1,756,0,0.4873,0.0045,0.9986,0.3537,3604,1,1,4,3
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,1,14,1,1043,0,0.4836,0.0105,0.9984,0.1408,4407,1,1,2,3
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,2,10,1,490,0,1.1246,0.0184,0.9866,0.5842,2787,5,4,6,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,3,10,1,848,0,1.2327,0.0205,0.9806,0.4423,4563,4,3,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,4,12,1,804,0,0.4607,0.0201,0.9952,0.7025,3899,3,2,6,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,5,11,1,853,0,1.3207,0.0338,0.9737,0.7561,3682,4,5,6,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,6,12,1,1033,0,1.3341,0.0469,0.9753,0.5395,4619,3,4,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,7,10,2,1888,0,0.657,0.0234,0.9898,0.6439,7063,3,4,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,8,11,1,984,0,0.6789,0.0122,0.9945,0.348,4004,3,2,3,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,9,10,1,408,0,0.0737,0.0191,0.9983,0.6407,2601,5,4,6,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,0,11,1,856,0,0.8155,0.0286,0.9719,0.5988,4082,3,4,6,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,1,11,1,813,0,0.7301,0.0116,0.9881,0.5463,3590,2,3,4,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,2,11,2,946,0,1.6194,0.0644,0.9979,0.5961,5472,4,5,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,3,13,1,419,1.4000000000000004,0.8237,0.0289,0.9761,0.5993,2462,6,7,7,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,4,11,1,605,0,0.7625,0.028,0.9767,0.3733,2929,4,5,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,5,11,1,749,0,1.0226,0.0166,0.9921,0.4339,3497,5,5,6,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,6,10,1,601,0,1.3064,0.0518,0.9559,0.6306,2917,4,3,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,7,12,2,644,0,1.3307,0.081,0.9476,0.7063,3214,5,6,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,8,12,1,828,0,0.0737,0.0052,0.9988,0.0514,3910,2,2,2,3
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,9,13,1,1367,0,0.6641,0.0415,0.9894,0.7122,5755,4,5,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,0,10,1,623,0,1.3171,0.1085,0.9156,0.6336,2841,4,5,6,7
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,1,13,1,887,0,0.7148,0.0176,0.9924,0.3055,3823,3,4,4,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,2,12,1,1190,0,1.1913,0.0374,0.9702,0.7659,4831,3,2,8,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,3,11,1,1023,0,0.8542,0.0229,0.9817,0.435,4803,3,4,7,6
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,4,10,2,1127,0,0.5387,0.0072,0.9943,0.5931,4361,2,2,4,3
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,5,10,1,712,0,0.828,0.0165,0.9853,0.6392,3354,3,4,5,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,6,10,1,812,0,1.1438,0.0263,0.9783,0.4112,4679,4,5,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,7,11,1,962,0,1.0314,0.0186,0.9846,0.6389,4184,3,3,6,5
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,8,10,1,734,0,0.9021,0.0176,0.9856,0.4027,3414,3,4,5,4
t6__gpt_5_4_mini,single_edit,gpt-5.4-mini,Visual tension — forces pulling against each other,Line,9,10,1,973,0,0.663,0.0613,0.9611,0.583,4066,4,5,4,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,0,12,1,352,0,0.4059,0.0273,0.9879,0.774,2069,5,6,7,4
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,1,12,2,513,0,0.5603,0.0337,0.9905,0.7025,2661,4,4,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,2,12,1,359,1.8000000000000007,2.0355,0.4337,0.9928,0.7261,2445,4,3,7,5
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,3,12,2,837,0,0.411,0.024,0.9882,0.2678,3481,3,5,6,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,4,12,1,367,1.8000000000000007,0.6087,0.0656,0.9461,0.6869,3118,4,5,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,5,11,2,857,0,0.6977,0.0313,0.9869,0.5566,4257,4,5,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,6,12,2,826,0,0.3624,0.0472,0.9749,0.6149,4410,4,5,6,5
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,7,12,1,430,0,0.8568,0.0775,0.9633,0.629,3254,4,3,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,8,11,2,491,0,2.2933,0.1825,0.9893,0.7744,3173,5,5,7,8
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,9,10,2,694,0,0.5439,0.0518,0.9891,0.272,3921,4,5,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,0,12,2,943,0,0.3827,0.0086,0.9956,0.1325,5463,2,3,3,4
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,1,13,2,505,0,1.9579,0.0516,0.9856,0.7735,3357,4,2,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,2,14,1,631,0,0.498,0.0089,1,0,4005,1,1,1,1
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,3,10,1,445,0,0.5377,0.0801,0.9713,0.3645,3197,4,3,6,4
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,4,11,1,385,3.8,1.6038,0.3539,0.9067,0.7119,2738,6,5,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,5,11,2,279,2,0.4843,0.0281,0.9737,0.6218,2679,4,4,6,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,6,10,3,678,0,0.9258,0.0286,0.9912,0.6986,3246,3,4,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,7,11,2,422,0,0.9966,0.0287,0.9903,0.5979,2282,4,5,6,4
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,8,10,2,320,0.40000000000000036,2.0585,0.0819,0.9425,0.7744,2670,4,4,6,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,9,12,2,694,0,1.1256,0.0865,0.9203,0.5226,3458,4,3,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,0,11,2,609,0,0.7542,0.0471,0.9576,0.579,3299,4,3,6,5
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,1,13,2,670,0,1.9627,0.1797,0.9963,0.7626,3058,4,3,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,2,11,2,631,0,0.4361,0.0599,0.9607,0.5978,3739,4,5,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,3,12,2,451,0,1.5097,0.1294,0.9274,0.6617,2478,5,6,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,4,10,1,534,0,1.8309,0.3217,0.9357,0.5967,2829,4,5,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,5,13,2,480,0,0.4014,0.032,0.9878,0.5791,2777,4,5,4,5
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,6,9,2,115,7.6,1.8468,0.0697,0.953,0.755,1285,5,3,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,7,11,2,323,1.5999999999999996,1.6163,0.1,0.9919,0.7626,1877,4,3,8,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,8,10,2,156,6.6,1.1864,0.0136,0.9987,0.7651,1405,3,2,6,3
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,9,11,1,552,0,1.0155,0.0382,0.9526,0.4641,3118,3,2,6,4
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,0,11,2,296,1.5999999999999996,1.1269,0.0848,0.9174,0.6431,1925,5,6,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,1,12,1,612,0,0.9553,0.065,0.9772,0.6792,2855,4,5,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,2,10,1,223,4.4,2.0028,0.1321,0.8688,0.7549,2551,5,4,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,3,12,2,441,0,1.5071,0.0796,0.9485,0.6114,2427,5,6,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,4,9,2,272,4,1.81,0.156,0.8851,0.6211,1900,5,4,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,5,11,1,372,0.40000000000000036,0.9096,0.0337,0.9616,0.4192,2314,4,3,6,4
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,6,11,2,287,1.5999999999999996,1.4016,0.0854,0.9298,0.4717,1837,5,4,7,6
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,7,11,1,591,0,2.3274,0.4099,0.7893,0.6566,2940,4,5,8,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,8,11,1,555,0,0.749,0.0509,0.9791,0.6178,2662,4,3,6,7
t7__gpt_5_4_mini,single_edit,gpt-5.4-mini,Simple elements creating unexpected complexity,Line,9,11,2,754,0,1.4644,0.1408,0.9793,0.6446,3615,4,4,6,7
